episode_id,total_reward,average_reward,completed_tasks,task_completion_rate,sla_violations,sla_compliance_rate,energy_consumed,energy_efficiency,average_latency,resource_utilization,fairness_index,response_time,run_id,config_name,experiment_id
15,47.971507167842034,0.9594301433568407,2,0.04,0,1.0,616.6812848806624,0.0032431663632974234,70.86692522733517,0.519433132709146,0.9272653415751364,36.833607650125636,0,full,exp_000
16,50.661723279535344,1.0132344655907068,6,0.12,2,0.6666666666666667,422.1155277470657,0.014214118187083699,71.47315895965157,0.5275208225960619,0.8133904653443107,35.762161369828995,0,full,exp_000
17,47.86240423970939,0.9572480847941879,1,0.02,1,0.0,522.9538920837688,0.001912214470792802,65.62223708858237,0.4447115109919358,0.4746496472492567,34.65651344958653,0,full,exp_000
18,46.79752308673583,0.9359504617347166,1,0.02,3,-2.0,448.34273877886517,0.0022304364797424035,71.0066296598349,0.5691453228565475,0.5095114088626473,38.66714835384987,0,full,exp_000
19,47.72718608864118,0.9545437217728237,9,0.18,2,0.7777777777777778,556.6759137930541,0.01616739610427222,66.76668748480523,0.5349980576364503,0.5698205183409862,30.805006406242867,0,full,exp_000
0,48.22911220536804,0.9645822441073608,6,0.12,2,0.6666666666666667,362.8142795767117,0.01653738658522504,68.56704482289634,0.5041132726923288,0.4710185507210316,31.700325818057475,1,full,exp_000
1,46.260955948727464,0.9252191189745492,3,0.06,2,0.33333333333333337,518.5253928236914,0.005785637582111736,68.02318170108656,0.4699252672750363,0.7045274176634208,35.991790447314294,1,full,exp_000
2,46.8677762046393,0.937355524092786,4,0.08,3,0.25,423.6372926095804,0.009442039380811446,64.35269460147428,0.5236658354208641,0.7976035904474607,34.05163414250242,1,full,exp_000
3,47.59944444142289,0.9519888888284578,7,0.14,4,0.4285714285714286,534.5882015894116,0.013094190966407303,69.59407204365924,0.5109538021026585,0.7342000746511528,26.120080751129453,1,full,exp_000
4,49.575703870536834,0.9915140774107367,6,0.12,1,0.8333333333333334,502.8671350168526,0.011931581092088911,70.97059204888959,0.5416240178460925,0.6664265382636564,31.42362971722369,1,full,exp_000
5,48.72247924048495,0.974449584809699,3,0.06,1,0.6666666666666667,690.4255955816105,0.004345145978362545,73.2040569854161,0.48942175328322174,0.928521068748624,31.172111626059177,1,full,exp_000
6,48.88318876058876,0.9776637752117752,4,0.08,2,0.5,411.48198002009997,0.009720960319585827,69.37371905343517,0.5292784472203574,0.2644103317305809,37.081520087026966,1,full,exp_000
7,47.51670551686903,0.9503341103373806,7,0.14,2,0.7142857142857143,565.2354827187568,0.012384218991932922,73.0545086691695,0.5100358967828991,0.6363874661391281,25.11608112359616,1,full,exp_000
8,45.8123168242536,0.916246336485072,2,0.04,4,-1.0,483.56233267407583,0.004135971445377267,66.38612525685136,0.4830485712595332,0.6217518942545871,35.64446072790418,1,full,exp_000
9,48.93593088637864,0.9787186177275728,7,0.14,2,0.7142857142857143,534.6060445405592,0.013093753936163974,70.16018840338192,0.49665526725461,0.803397238770353,35.084954037948876,1,full,exp_000
10,46.99502583902621,0.9399005167805242,2,0.04,6,-2.0,414.2217145535158,0.004828332097837444,65.801473248363,0.5318037360446093,0.6067731416811829,28.375531837027815,1,full,exp_000
11,47.045953824476435,0.9409190764895287,7,0.14,3,0.5714285714285714,587.1912394647101,0.011921158780197873,74.92213641088897,0.5029018525018043,0.8392959288220905,30.92299338369548,1,full,exp_000
12,48.75643645902548,0.9751287291805096,5,0.1,4,0.19999999999999996,622.3120417229055,0.008034554475528422,74.38806909697894,0.4596364326790243,0.8950628306666512,32.584219667077804,1,full,exp_000
13,49.68069427814346,0.9936138855628692,4,0.08,1,0.75,524.1599937998474,0.007631257721525799,65.22980170312071,0.5328607773024918,0.7329174156268287,34.45740587122731,1,full,exp_000
14,49.27839512386466,0.9855679024772932,4,0.08,1,0.75,477.44207103009916,0.008377979743950612,71.7637490020828,0.48487595372305625,0.836449835648104,32.366512965337314,1,full,exp_000
15,49.08207295182547,0.9816414590365093,3,0.06,0,1.0,425.49107555054286,0.007050676670758136,76.01573975553072,0.5107272531077034,0.693159900905971,39.784324947132774,1,full,exp_000
16,49.465940955199805,0.9893188191039961,6,0.12,0,1.0,442.5923518705292,0.01355649272890095,73.2254113218068,0.4754807332549522,0.8684582191097442,28.06745597344007,1,full,exp_000
17,50.16839979438413,1.0033679958876827,11,0.22,2,0.8181818181818181,380.38195874859633,0.02891830105767494,66.71260319508957,0.48095352755762527,0.374625451902257,34.080642970379515,1,full,exp_000
18,47.60345579452899,0.9520691158905799,5,0.1,1,0.8,498.0995467169873,0.0100381540857754,67.52041833784449,0.4978825904356395,0.5187894573309513,32.13121595987769,1,full,exp_000
19,46.9174481512655,0.9383489630253101,4,0.08,2,0.5,566.3836579573756,0.007062350658960977,66.3558730333014,0.46716620612157234,0.5329994945814804,27.8939502571689,1,full,exp_000
0,48.05882393048866,0.9611764786097732,7,0.14,0,1.0,548.0688409049475,0.012772118167567972,72.00803815059548,0.5018690398395177,0.942357751987004,25.170797005574162,2,full,exp_000
1,48.433884051500776,0.9686776810300155,6,0.12,2,0.6666666666666667,506.9469687437626,0.011835557503910655,70.66670056494928,0.5303390869797829,0.8915582963414166,27.849267475207906,2,full,exp_000
2,47.068925845715114,0.9413785169143023,5,0.1,4,0.19999999999999996,486.14515467552957,0.0102849940021251,68.7922857338291,0.5243173360488,0.9929923998842878,35.73951746999438,2,full,exp_000
3,47.63930850985819,0.9527861701971638,2,0.04,3,-0.5,533.7164849689724,0.003747307899092287,67.70515993462645,0.5299081430783528,0.30017143026680243,22.5968642379137,2,full,exp_000
4,47.82699532854349,0.9565399065708697,4,0.08,8,-1.0,440.6005739552099,0.009078517451969156,67.04657681569357,0.47723231899088786,0.8022036926187502,29.519080065385136,2,full,exp_000
5,48.059052401723726,0.9611810480344745,5,0.1,2,0.6,406.0233768551739,0.012314561882439271,70.30413109844874,0.47293573478557027,0.9260706065299418,35.75081537070829,2,full,exp_000
6,49.839287552827585,0.9967857510565516,10,0.2,1,0.9,451.2895764518284,0.022158721410370136,73.7559851552553,0.4955250886696746,0.6956567097450449,29.834157145038404,2,full,exp_000
7,47.673497267376256,0.9534699453475252,7,0.14,2,0.7142857142857143,376.46889588065363,0.018593833585176467,72.60442405461002,0.4764247224047679,0.8792981359260257,34.34616673108276,2,full,exp_000
8,46.616939647278386,0.9323387929455678,4,0.08,3,0.25,402.00117915324006,0.009950219570065559,69.7782599628323,0.46866526921092455,0.8462961251523904,31.522213072231047,2,full,exp_000
9,49.38800478600647,0.9877600957201293,1,0.02,2,-1.0,490.3007585798652,0.0020395644561033445,75.56551332400929,0.45643011770463926,0.7358476866490763,25.210812165013184,2,full,exp_000
10,47.18358751998985,0.943671750399797,4,0.08,3,0.25,459.07703668794045,0.0087131345729214,70.90248519028383,0.5274333629922293,0.688293643028757,19.010467584404477,2,full,exp_000
11,47.59764138400122,0.9519528276800244,1,0.02,1,0.0,421.5601752757471,0.0023721405831228937,71.08379985001689,0.5035007259161287,0.39571832530505047,26.41961157741558,2,full,exp_000
12,49.26583265717892,0.9853166531435784,10,0.2,2,0.8,552.8201752191326,0.018089064850131596,71.95959330521777,0.5172424643699535,0.6337582183035383,28.558881526849888,2,full,exp_000
13,48.44569091177878,0.9689138182355757,2,0.04,1,0.5,494.47219318010394,0.0040447168265163305,70.68888631374394,0.534667907953275,0.8512359141521655,27.088126853814607,2,full,exp_000
14,49.40638804977501,0.9881277609955003,5,0.1,1,0.8,364.03551463258265,0.013734923651738895,64.60088891378513,0.5090838072897147,0.626967309608088,25.50370636857839,2,full,exp_000
15,46.570406506780884,0.9314081301356176,8,0.16,3,0.625,549.6524927329496,0.014554650630660974,71.06275354687148,0.4916313379521201,0.8324508530695046,33.825733327781606,2,full,exp_000
16,48.78335930377329,0.9756671860754658,5,0.1,4,0.19999999999999996,490.93819373419217,0.010184581407221173,69.71122034835658,0.5345591958697226,0.9329814900824014,27.21210210463741,2,full,exp_000
17,48.68932354441039,0.9737864708882078,6,0.12,1,0.8333333333333334,507.04918055624574,0.011833171672652836,75.46542285618402,0.536971008286028,0.9924132220390294,30.273209945434914,2,full,exp_000
18,46.86093044615236,0.9372186089230472,4,0.08,1,0.75,467.9296685602204,0.00854829319181162,69.27857033218606,0.46444947158012345,0.7199763047763569,40.339723357164864,2,full,exp_000
19,47.76733222722663,0.9553466445445327,4,0.08,2,0.5,445.33357113757984,0.008982031131814793,71.05742972836698,0.44090956242731005,0.482267434259914,32.5251971118703,2,full,exp_000
0,47.44562836008739,0.9489125672017478,3,0.06,3,0.0,480.5174852252265,0.0062432691676013626,69.41319788357094,0.5032333364275887,0.6734113405925904,32.90737648007486,3,full,exp_000
1,48.881557566616046,0.9776311513323209,1,0.02,1,0.0,470.51269268620445,0.0021253411768573107,70.90179158089877,0.5130538771794899,0.6408596228206266,30.19455123397155,3,full,exp_000
2,48.054170593797224,0.9610834118759445,6,0.12,2,0.6666666666666667,431.4564151717208,0.013906387271149937,62.993393436054255,0.4902600252450785,0.7269327095397561,32.101469104038145,3,full,exp_000
3,48.43976982501304,0.9687953965002607,7,0.14,2,0.7142857142857143,489.7010154495372,0.014294436358426007,70.74212713602009,0.48615635657998174,0.5845652814408915,23.466141159819244,3,full,exp_000
4,50.25400640560393,1.0050801281120787,15,0.3,1,0.9333333333333333,431.0025401809514,0.034802579107080026,71.21658119669793,0.4490893149987042,0.7076906782017386,31.420114643179208,3,full,exp_000
5,49.38513569460478,0.9877027138920955,9,0.18,4,0.5555555555555556,443.1724176762275,0.020308123071357775,69.70717655016632,0.49128735914000177,0.6129463472858827,31.85699075080676,3,full,exp_000
6,48.89981941896645,0.977996388379329,4,0.08,1,0.75,418.31981398942975,0.009562062006704453,74.32582118182884,0.46913595627841637,0.6815055038973642,33.2615788259866,3,full,exp_000
7,46.34952308205775,0.9269904616411551,3,0.06,3,0.0,576.4443122033734,0.005204318850042846,68.14680518540493,0.5345049718686521,0.563646378199579,34.491056506350894,3,full,exp_000
8,49.05036206264142,0.9810072412528283,6,0.12,1,0.8333333333333334,477.65751874185884,0.012561301276705307,73.2052668933546,0.5411237095063569,0.7490867693983214,32.65204692945486,3,full,exp_000
9,47.3598615144774,0.947197230289548,4,0.08,3,0.25,477.96280262432305,0.008368852090659417,68.4865144439433,0.5209717009704558,0.5016401951137889,31.37688213986648,3,full,exp_000
10,47.93545465307216,0.9587090930614433,7,0.14,3,0.5714285714285714,634.0629609000246,0.011039913118507674,69.9104782166356,0.4870327191237134,0.916753729206484,34.53381476640135,3,full,exp_000
11,48.89588391911231,0.9779176783822462,7,0.14,1,0.8571428571428572,522.9782542185923,0.01338487775263055,72.07072372048034,0.49719988234863666,0.8367205430880935,32.52149549869,3,full,exp_000
12,46.62051760413769,0.9324103520827538,2,0.04,2,0.0,414.6230271763038,0.004823658766905801,70.99282846809714,0.508109443957139,0.8329895026222383,33.61172214975272,3,full,exp_000
13,47.695609318933855,0.9539121863786771,4,0.08,1,0.75,630.6932439400463,0.006342227443267555,66.64642656389428,0.5276725552640024,0.8174476298214746,36.40884998810666,3,full,exp_000
14,48.85513047653734,0.9771026095307468,4,0.08,2,0.5,408.60169422443664,0.0097894846167791,67.65895177024761,0.42747274774338356,0.5305708310423878,18.30376595013718,3,full,exp_000
15,49.2817767391427,0.985635534782854,6,0.12,2,0.6666666666666667,427.4187140114751,0.014037756895779989,71.59177542972047,0.506612395043508,0.4181083639075763,30.960836221972713,3,full,exp_000
16,48.20751389480567,0.9641502778961134,7,0.14,3,0.5714285714285714,578.1981021220063,0.01210657726877651,69.05263142167745,0.5157305522182276,0.5740354776310992,32.81867604335455,3,full,exp_000
17,49.44962104162478,0.9889924208324956,7,0.14,5,0.2857142857142857,581.2345569457135,0.01204333072827566,66.52933971733104,0.48786375274125887,0.767544110123212,21.99313165316796,3,full,exp_000
18,47.475754896315095,0.949515097926302,5,0.1,4,0.19999999999999996,477.195403052216,0.010477888026622265,68.2797533321229,0.5116558783877815,0.913728943569442,36.88724255543479,3,full,exp_000
19,48.846931133716566,0.9769386226743313,5,0.1,3,0.4,416.5050957557772,0.012004655047322184,68.17552262355849,0.5032258810427962,0.7636549927357047,29.27140760965766,3,full,exp_000
0,48.67904278844866,0.9735808557689732,2,0.04,2,0.0,575.5181377445073,0.003475129398767742,67.87707550859349,0.4581247916540744,0.697397705779881,30.962546163367307,4,full,exp_000
1,48.936945264168244,0.9787389052833649,7,0.14,1,0.8571428571428572,460.0848730745098,0.01521458411188921,69.69127696011508,0.5002256166114224,0.7805651173657353,32.8592218654968,4,full,exp_000
2,47.18034972520156,0.9436069945040312,6,0.12,5,0.16666666666666663,443.83819232090394,0.013518440061737363,74.17075125189007,0.5659812837380909,0.739799203048241,29.453319885074237,4,full,exp_000
3,46.76612304755515,0.9353224609511029,7,0.14,6,0.1428571428571429,573.1346069932471,0.012213535728933007,73.6813338292358,0.5081970796170002,0.6884094442734021,30.255700948707883,4,full,exp_000
4,49.97581988975962,0.9995163977951924,11,0.22,2,0.8181818181818181,565.6187388823118,0.01944772908644522,71.39718849059781,0.5073980493638853,0.8906728106776419,34.4155761240068,4,full,exp_000
5,48.45172819710091,0.9690345639420183,6,0.12,5,0.16666666666666663,482.71292395359785,0.012429747997749417,71.68356572735776,0.5133528446974772,0.5419790760724742,27.04914817234084,4,full,exp_000
6,48.38002576019272,0.9676005152038545,7,0.14,3,0.5714285714285714,590.4185534504728,0.011855995986391702,67.759935927203,0.4977104473477338,0.7721471175319055,29.665116411627114,4,full,exp_000
7,48.452377725453964,0.9690475545090793,5,0.1,2,0.6,492.73400609632347,0.010147462805769003,67.99184042086226,0.4664388899504192,0.8085872025959301,26.703469790010278,4,full,exp_000
8,48.22578346378509,0.9645156692757019,4,0.08,0,1.0,539.96652671467,0.00740786660302313,66.06814066070068,0.4502077362849132,0.8062597617846545,28.947249072679842,4,full,exp_000
9,45.92705683841962,0.9185411367683923,2,0.04,4,-1.0,472.20010128801044,0.004235492526462069,68.47591525772178,0.45858993347870386,0.847963331972543,29.843428969081646,4,full,exp_000
10,47.534430804533656,0.9506886160906731,8,0.16,3,0.625,522.1181557625189,0.015322202286408775,67.89546969675983,0.45967085633633753,0.8312396746288544,31.276972049521316,4,full,exp_000
11,47.927302642523756,0.9585460528504751,5,0.1,4,0.19999999999999996,604.7415190652537,0.008267995238244065,68.63642499715844,0.49384561729965754,0.9776438366881114,31.964619870119318,4,full,exp_000
12,47.677199692733424,0.9535439938546685,8,0.16,3,0.625,501.33133781984054,0.01595751032598504,67.44378482550391,0.5079514973595741,0.4383664215601453,35.25969792653952,4,full,exp_000
13,48.769237321548914,0.9753847464309783,4,0.08,2,0.5,548.763001836403,0.007289121144490858,67.40457528929696,0.5355578243575316,0.6940591065462891,40.79983220508141,4,full,exp_000
14,48.18762398214791,0.9637524796429582,3,0.06,3,0.0,494.5913270904302,0.006065613842540117,74.6327262914832,0.4463409618105307,0.9895219277994833,27.196631357515955,4,full,exp_000
15,48.040712544423286,0.9608142508884657,5,0.1,5,0.0,388.34834137421404,0.01287503889499551,67.9989921452171,0.5062209714678262,0.3584673375535897,38.2584518114503,4,full,exp_000
16,47.850509329680364,0.9570101865936073,6,0.12,4,0.33333333333333337,574.4558824692814,0.010444666306155974,72.26282410725383,0.46770352163654094,0.8041146318529608,31.321675719249683,4,full,exp_000
17,47.624337140821375,0.9524867428164275,4,0.08,1,0.75,455.5217634127785,0.008781139171116474,72.42878072398219,0.4886664367284871,0.7564088652219796,28.994038386490015,4,full,exp_000
18,48.70166352037787,0.9740332704075574,5,0.1,4,0.19999999999999996,496.57410576547846,0.010068990593644436,74.90664481131918,0.4558591942503933,0.8797378772352954,24.1314336495642,4,full,exp_000
19,47.72167172013179,0.9544334344026357,9,0.18,4,0.5555555555555556,500.1135128301548,0.017995914465635567,71.2237757001368,0.512541664982165,0.5989597935309401,23.18076955139626,4,full,exp_000
0,46.22926377768103,0.9245852755536206,3,0.06,3,0.0,517.246082878535,0.005799947257801642,74.19739384317788,0.5287685322383967,0.5315953119973073,32.3999483902538,0,without_resource_efficiency,exp_001
1,48.01323956019522,0.9602647912039043,2,0.04,1,0.5,395.895922176488,0.005051832787275875,70.92487781627904,0.4980650388930797,0.6965502318224381,26.541065694773852,0,without_resource_efficiency,exp_001
2,47.997392047633674,0.9599478409526735,5,0.1,1,0.8,488.58747047654435,0.010233582116060496,71.25769556579282,0.4990268814694566,0.35171092456352016,27.684042559552978,0,without_resource_efficiency,exp_001
3,46.987994144039405,0.939759882880788,3,0.06,2,0.33333333333333337,474.46471245939756,0.006322914900139651,72.1101042001439,0.4535653095352729,0.6973646003074148,23.843365621491447,0,without_resource_efficiency,exp_001
4,46.352630069014474,0.9270526013802894,6,0.12,4,0.33333333333333337,490.14659413072303,0.012241235727937729,65.99624726908218,0.4533695371950512,0.7460758780505818,34.86561849855287,0,without_resource_efficiency,exp_001
5,45.19527387915314,0.9039054775830628,4,0.08,0,1.0,499.22552763475903,0.008012410781458397,70.25444696317076,0.4617329823885333,0.8806292881990229,34.922378671023786,0,without_resource_efficiency,exp_001
6,46.587003892674716,0.9317400778534943,3,0.06,2,0.33333333333333337,433.95153234846407,0.006913214440710842,66.77133553439815,0.5334568509774636,0.7654123044159856,26.329875060214945,0,without_resource_efficiency,exp_001
7,47.32955068731978,0.9465910137463956,7,0.14,1,0.8571428571428572,437.4546454613052,0.01600165885224136,68.71886942618181,0.5944245083567874,0.8260416476510605,30.514912899163914,0,without_resource_efficiency,exp_001
8,46.44175125845647,0.9288350251691294,3,0.06,1,0.6666666666666667,543.5458583233518,0.005519313511566342,73.31332158740916,0.5139719620655228,0.8035306732405851,31.077746634993204,0,without_resource_efficiency,exp_001
9,44.54736152011699,0.8909472304023399,5,0.1,6,-0.19999999999999996,410.82251959175545,0.012170705746531675,74.37474838696782,0.5109178464054384,0.7606426180284919,25.548240313763635,0,without_resource_efficiency,exp_001
10,45.507398720780564,0.9101479744156112,8,0.16,1,0.875,529.8235128807959,0.015099367629990229,69.85368469252555,0.4676399373327702,0.8238953420125591,27.605069190549862,0,without_resource_efficiency,exp_001
11,45.90969244813622,0.9181938489627244,4,0.08,5,-0.25,548.2829182976795,0.007295503592231699,65.13969172051105,0.45727113059175795,0.8887124594416406,30.982169288208592,0,without_resource_efficiency,exp_001
12,46.197638822071355,0.923952776441427,6,0.12,2,0.6666666666666667,442.10136159457227,0.013571548339863024,71.49991289347327,0.46168488246956557,0.7436221132075242,26.955571955093173,0,without_resource_efficiency,exp_001
13,46.191492024975375,0.9238298404995074,6,0.12,0,1.0,577.6113571334432,0.010387607386697981,68.3125924626396,0.528362230972535,0.35071075370537624,26.646410189820052,0,without_resource_efficiency,exp_001
14,46.85307592740764,0.9370615185481528,7,0.14,5,0.2857142857142857,482.38795236944236,0.014511141842611711,69.2779500943541,0.4936367196559522,0.6811248679130227,26.39934407982997,0,without_resource_efficiency,exp_001
15,44.67217472805169,0.8934434945610338,3,0.06,4,-0.33333333333333326,511.18208022686656,0.005868750326045421,65.15292942513005,0.48474480653096047,0.6915795448047506,30.29418782703688,0,without_resource_efficiency,exp_001
16,47.696790777885724,0.9539358155577145,6,0.12,0,1.0,398.92494358993025,0.015040423258585761,71.93570229522992,0.462351066183476,0.7466211996449525,31.347914194887675,0,without_resource_efficiency,exp_001
17,47.35539114807758,0.9471078229615516,2,0.04,2,0.0,334.5112340254101,0.005978872446023969,69.79167565438853,0.4877843427884327,0.7998719442831633,26.173441060068072,0,without_resource_efficiency,exp_001
18,45.79387456042007,0.9158774912084015,4,0.08,3,0.25,508.52359144728126,0.007865908420523458,72.32420021291307,0.49598715183179176,0.5431782244292476,26.79573713434646,0,without_resource_efficiency,exp_001
19,45.656135563178424,0.9131227112635685,4,0.08,4,0.0,508.73834595317663,0.007862587972419427,69.1400564608275,0.4622100874919072,0.8061144104670134,29.520313784300686,0,without_resource_efficiency,exp_001
0,47.07425021185226,0.9414850042370452,7,0.14,4,0.4285714285714286,579.2152183502867,0.012085317820096836,72.19149212324727,0.5037922445808318,0.7289370570690571,33.26571581464636,1,without_resource_efficiency,exp_001
1,46.57955911382332,0.9315911822764664,5,0.1,4,0.19999999999999996,637.0390815778278,0.007848812018904595,75.52296129707807,0.46084212760385734,0.4501325305076022,25.950998635316818,1,without_resource_efficiency,exp_001
2,46.50061819119527,0.9300123638239054,4,0.08,2,0.5,526.5287934083486,0.007596925467469745,66.80871831124654,0.4652110598003922,0.6380678543694251,23.244943525200956,1,without_resource_efficiency,exp_001
3,45.62239221891471,0.9124478443782942,6,0.12,4,0.33333333333333337,537.7790066664828,0.011156999298265748,72.72234731705977,0.47348521548034966,0.6966776905368021,26.56290072866711,1,without_resource_efficiency,exp_001
4,44.751214640599464,0.8950242928119893,0,0.0,3,-2.0,473.25900636063227,0.0,72.34239683972424,0.5165806265292933,0.9071271916567332,31.82323021295427,1,without_resource_efficiency,exp_001
5,44.89847959887891,0.8979695919775782,3,0.06,2,0.33333333333333337,501.9075534207773,0.005977196357284011,75.26499251533822,0.49196901699808776,0.5495957171072445,26.909839517629184,1,without_resource_efficiency,exp_001
6,45.87798938689269,0.9175597877378538,3,0.06,4,-0.33333333333333326,453.7058788522269,0.006612213197654217,68.38781502068247,0.5030403792790382,0.7828552267670159,28.33069043880835,1,without_resource_efficiency,exp_001
7,46.97775043434704,0.9395550086869408,1,0.02,2,-1.0,377.32044892446766,0.002650267174361867,71.40758994391207,0.491660958220156,0.9001279476279194,25.469854094257457,1,without_resource_efficiency,exp_001
8,45.424577341776946,0.9084915468355389,5,0.1,3,0.4,573.6972028331517,0.008715398951411917,68.62015559934326,0.49825090700317626,0.6261808299774937,25.325380381064214,1,without_resource_efficiency,exp_001
9,47.41677758738929,0.9483355517477858,4,0.08,1,0.75,423.4994777789816,0.009445112001029534,71.53230872879949,0.48313866096555314,0.30052385675328996,30.998909143211517,1,without_resource_efficiency,exp_001
10,45.79618548077595,0.9159237096155189,2,0.04,2,0.0,628.5055878605441,0.003182151501322483,75.04209030888647,0.48930285735729867,0.4820699586133082,27.273790192532417,1,without_resource_efficiency,exp_001
11,44.56177324035636,0.8912354648071272,5,0.1,8,-0.6000000000000001,551.4147076329309,0.009067585486545328,67.06285652451415,0.5579965257615318,0.44537168256998144,32.86227144568629,1,without_resource_efficiency,exp_001
12,46.39423139628529,0.9278846279257058,5,0.1,2,0.6,539.0259930233071,0.009275990517555252,69.2151049018479,0.4945448496112173,0.603130493529922,38.493809328083955,1,without_resource_efficiency,exp_001
13,45.94872617036406,0.9189745234072813,3,0.06,5,-0.6666666666666667,485.57524968098284,0.006178239113239326,67.56194219326491,0.5538565218842233,0.5167990123409767,30.328681637954364,1,without_resource_efficiency,exp_001
14,45.81206804003173,0.9162413608006347,2,0.04,3,-0.5,425.2782757014361,0.004702803115680631,72.62399347105861,0.493866504853072,0.8661636216862258,33.924905766957394,1,without_resource_efficiency,exp_001
15,47.72260603935133,0.9544521207870266,6,0.12,1,0.8333333333333334,471.70138989822493,0.012719911640062307,68.85659763628492,0.49124746720533335,0.47642136470038804,35.38379210150439,1,without_resource_efficiency,exp_001
16,46.005795735050896,0.920115914701018,6,0.12,2,0.6666666666666667,518.098126523851,0.011580817788816665,68.15222546224935,0.4950520617485526,0.8284880347589242,27.448189767751384,1,without_resource_efficiency,exp_001
17,47.433006635413705,0.9486601327082741,6,0.12,1,0.8333333333333334,619.244578413293,0.009689224918809886,71.19581163994432,0.5021142165072985,0.6700460537740613,31.81705094130358,1,without_resource_efficiency,exp_001
18,47.12362452325236,0.9424724904650472,5,0.1,2,0.6,433.9913612349307,0.011520966651899256,67.31397547915986,0.5048873578436534,0.45575018327785977,32.89662515514536,1,without_resource_efficiency,exp_001
19,46.194755092176024,0.9238951018435205,4,0.08,0,1.0,444.0778186679256,0.00900743030128946,72.81972609306304,0.48960757103147323,0.3385222977014826,32.33283599364146,1,without_resource_efficiency,exp_001
0,46.80685970730312,0.9361371941460623,6,0.12,4,0.33333333333333337,489.0698741846818,0.012268185624809696,71.40043686016782,0.5382710070787823,0.30855946197970613,23.488147993874733,2,without_resource_efficiency,exp_001
1,46.75053662987409,0.9350107325974818,7,0.14,2,0.7142857142857143,570.4505067704422,0.012271003210479931,70.7696339028568,0.4803549592078471,0.3462665819436075,29.147981663770782,2,without_resource_efficiency,exp_001
2,44.9526621458438,0.899053242916876,4,0.08,3,0.25,516.1419315801254,0.007749806313457878,70.27231063904806,0.5582830683453008,0.6241083992761327,25.45505851384951,2,without_resource_efficiency,exp_001
3,46.96969137368509,0.9393938274737017,10,0.2,3,0.7,520.9713431917306,0.0191949137523285,69.07488924566157,0.46052921858803303,0.8098408823131242,26.026555049849986,2,without_resource_efficiency,exp_001
